Price,Close,High,Low,Open,Volume,Date
2010-03-02,221.56686401367188,225.12744187987187,220.7105177410578,221.9725025134969,18210596.0,
2010-03-03,230.9415435791016,231.6626669897132,222.6485566628999,222.6485566628999,26623966.0,
2010-03-04,228.5077209472656,234.3668917363598,227.15561271147743,234.3668917363598,20781218.0,
2010-03-05,227.56124877929688,231.21196528746947,226.5020907504798,230.31056476132545,11774505.0,
2010-03-08,226.2767333984375,231.4373154696287,225.8034909996828,230.13026145327083,11941298.0,
2010-03-09,223.1781311035156,228.01194591874065,222.6598194318429,226.81758012323567,17459521.0,
2010-03-10,227.3246307373047,229.61195652920372,222.9415235649753,224.2260279399461,24807175.0,
2010-03-11,229.05984497070312,229.8598546651139,226.9302616159475,227.6063157645441,14583772.0,
2010-03-12,230.2204132080078,232.7894370730319,228.50773564570807,228.7330970616009,22333253.0,
2010-03-15,231.67393493652344,232.55281584805064,228.30491651425007,230.31055933929247,18131701.0,
2010-03-16,240.66552734375,241.53314099718247,231.8880451105404,232.5640992969107,33998717.0,
2010-03-17,241.0598907470703,243.9443995471456,240.18100980304663,242.2091873396249,21599472.0,
2010-03-18,242.6936798095703,243.7415704593288,239.7979038969501,242.0288930111074,15292424.0,
2010-03-19,246.09652709960932,247.0993334835151,241.16129119338515,243.1105974553168,19737747.0,
2010-03-22,242.01763916015625,247.6627161669868,239.32467481964804,239.32467481964804,20468483.0,
2010-03-23,245.9500274658203,246.52467572709645,242.6936823042061,242.9190286642563,20005544.0,
2010-03-25,245.96131896972656,247.21203652043536,242.7951120407925,246.98667509507672,22967888.0,
2010-03-26,247.989486694336,250.36696614759376,246.79512082995092,247.2120266635644,18075516.0,
2010-03-29,246.37820434570312,250.1303265997253,245.85989266654505,248.72186669851456,20249784.0,
2010-03-30,245.2176513671875,249.1725855238148,244.0570874574645,246.98666552845708,18938795.0,
2010-03-31,242.08523559570312,246.76130802281432,241.42044878077692,246.2880656167055,21647708.0,
2010-04-01,246.09652709960932,247.55004126408272,242.70495894849105,242.9303053172005,12519976.0,
2010-04-05,253.7247009277344,254.56979495211948,247.0993370736317,247.0993370736317,19912935.0,
2010-04-06,253.11627197265625,255.3247266452158,252.44020275371605,254.1979646711813,12481837.0,
2010-04-07,254.5810394287109,259.08811716180054,253.09372333288445,253.52188142653685,20218574.0,
2010-04-08,249.3641357421875,256.1134549387168,248.2261065119916,255.32471257447,14723428.0,
2010-04-09,253.4542694091797,254.87401163636247,249.735949202263,249.735949202263,16826518.0,
2010-04-12,254.05148315429688,258.02898224211447,252.99232505737376,258.02898224211447,12699784.0,
2010-04-13,252.5979156494141,255.5500431086081,250.4345455487529,254.19793491530132,13971281.0,
2010-04-15,245.79229736328125,255.75287775462212,244.9697530214741,253.52188850543968,24286918.0,
2010-04-16,244.33876037597656,246.7613090070116,241.38664778904044,244.7556661929196,18193722.0,
2010-04-19,239.2795867919922,243.33592644103385,236.845770968049,243.33592644103385,16389189.0,
2010-04-20,239.59507751464844,243.3246650431388,237.60070207292523,241.09367592541705,16748550.0,
2010-04-21,237.5443572998047,241.96128115461096,236.20351642904296,241.1274695720929,19187549.0,
2010-04-22,242.4232635498047,246.5134052340729,236.6316966964788,236.7331025571952,25598349.0,
2010-04-23,245.2289123535156,246.98665915072232,243.3810119660956,243.3810119660956,23235165.0,
2010-04-26,241.4091796875,247.39229106413745,239.6626852120613,243.38100548144783,16652152.0,
2010-04-27,239.1556396484375,240.676772711395,237.74719480888845,239.5500108224965,13970196.0,
2010-04-28,229.2401428222656,237.5105803989426,228.05702922879752,237.5105803989426,40110291.0,
2010-04-29,233.2514190673828,234.34437909375933,229.66830633291727,230.76126635929376,23447044.0,
2010-04-30,232.9246368408203,235.9894224219476,232.11335989309856,234.36688356965163,15821019.0,
2010-05-03,230.7049102783203,232.69928574013372,229.4316732559678,231.21195463228733,12535244.0,
2010-05-04,230.11900329589844,234.14155632387,228.39505844526013,230.8063247638362,17348783.0,
2010-05-05,230.00631713867188,230.6598366144323,226.0964525587653,227.606303230752,14976570.0,
2010-05-06,227.121826171875,230.60351790199823,226.25421254743893,229.81479055145107,23863448.0,
2010-05-07,232.744369506836,238.87397140824623,219.94433440546052,219.94433440546052,72063684.0,
2010-05-10,243.24578857421875,243.8317041357805,234.36688652320248,236.8457716245389,38050844.0,
2010-05-11,240.63169860839844,245.4091767438532,239.62887723791863,245.4091767438532,26325489.0,
2010-05-12,244.04579162597656,245.51057296876223,239.78662531961632,242.49085670118257,15294301.0,
2010-05-13,241.5331115722656,246.40072819880103,239.3246571341924,239.3246571341924,11947698.0,
2010-05-14,235.1894378662109,241.352841330202,233.2401316795509,240.60916825587992,18161695.0,
2010-05-17,229.08238220214844,233.17253918162305,227.38097197138828,233.17253918162305,20611809.0,
2010-05-18,229.9950714111328,232.89084757424828,227.11054752372937,229.85986358479653,15445191.0,
2010-05-19,225.048568725586,229.3528046019936,224.24855905102564,229.18377978667684,26097480.0,
2010-05-20,225.341537475586,228.2823980113591,223.9443447816445,225.5781662191738,18577281.0,
2010-05-21,224.3499755859375,225.3189950787593,219.9668682740276,223.07673848874205,19167407.0,
2010-05-24,230.45704650878903,236.3838217040219,229.0598538406468,229.4091557684697,24726303.0,
2010-05-25,222.11898803710932,230.9866236409705,221.4654685054229,230.9866236409705,25245934.0,
2010-05-26,227.16688537597656,227.60631078490377,223.3246095322206,224.20349043637185,13726569.0,
2010-05-27,230.3668975830078,231.5950653697819,225.71335971488173,227.83167573784,27405100.0,
2010-05-28,233.6119842529297,234.14156327844896,228.62041160463065,232.1021184077888,17535288.0,
2010-05-31,235.62887573242188,236.28239521243987,231.83166926266563,232.1471692063716,16548811.0,
2010-06-01,227.7302703857422,235.4936633525301,226.27674118548467,235.11057452766505,19466130.0,
2010-06-02,227.84295654296875,230.0852132005365,226.10774428444816,228.7331048318437,19728249.0,
2010-06-03,232.2936553955078,233.9161943764795,229.837319808798,229.837319808798,17106958.0,
2010-06-04,232.38381958007807,233.4655122833724,230.4119785952492,232.3387352612205,14088022.0,
2010-06-07,227.09927368164065,228.73309504220467,225.3527941788484,228.73309504220467,13503377.0,
2010-06-08,224.54151916503903,228.21477009712228,224.248553856918,227.53870093781143,15226706.0,
2010-06-09,226.9415283203125,228.7330921174966,225.35279129736267,225.39786057093724,15242486.0,
2010-06-10,228.81198120117188,229.2852236537822,226.96408066782203,227.60633290952532,13962908.0,
2010-06-11,235.8091583251953,236.81197972596888,230.08519523534727,230.9866107728592,23307069.0,
2010-06-14,239.6626739501953,241.1274703615824,236.4175962359256,237.7246502015648,15892958.0,
2010-06-15,240.24859619140625,241.10494243559032,236.6429642150949,240.0457844698012,18992836.0,
2010-06-16,238.4119873046875,241.724669142276,237.76973511873032,241.12748622949832,11833071.0,
2010-06-17,241.4429931640625,242.70496293586564,238.4908654265761,239.61762737493228,21047804.0,
2010-06-18,237.6007080078125,245.5894772921568,236.74437678251783,243.4260769846768,38277934.0,
2010-06-21,240.147201538086,241.51059219305904,239.09931084125952,239.09931084125952,11792906.0,
2010-06-22,239.7303009033203,242.2091862191316,238.18663312065027,239.5500238051337,12908863.0,
2010-06-23,238.5810089111328,240.5641172019763,237.52185085258907,238.8063703313556,11659191.0,
2010-06-24,237.0823974609375,240.18100023582093,236.0119721418431,238.64859982573915,18805263.0,
2010-06-25,239.53875732421875,240.6767865967998,235.04297682727488,236.62044657137167,20325423.0,
2010-06-28,245.6683654785156,246.0852562801816,240.0345405218997,242.0289161511156,31472648.0,
2010-06-29,240.55284118652344,245.85989860623224,239.82045044436327,245.85989860623224,14213976.0,
2010-06-30,245.6007537841797,246.52468895310253,238.3105880413657,238.8739690148646,26637611.0,
2010-07-01,242.53594970703125,244.81200820861287,240.3387624346719,244.28242919782863,13310905.0,
2010-07-02,240.890869140625,244.27115484020683,240.06832483042663,242.4796061271952,10948784.0,
2010-07-05,240.744384765625,241.837344737428,239.48241501771287,241.12748863462105,6399512.0,
2010-07-06,242.00636291503903,243.8091789401724,240.11339330197305,240.11339330197305,9255011.0,
2010-07-07,237.42042541503903,242.20917092151143,236.84577715771425,242.0288938347109,13738578.0,
2010-07-08,238.22042846679688,241.0260657680545,237.8035226719857,238.87394793147112,11977911.0,
2010-07-09,238.3443756103516,240.22606283358573,237.4204254540508,239.76410279858345,12974909.0,
2010-07-12,238.0288848876953,240.6655126004833,237.0824000588691,238.8739638512505,12563614.0,
2010-07-13,242.0965118408203,242.87397186607137,238.25425090259185,238.25425090259185,15043285.0,
2010-07-14,241.22889709472656,246.6373754630225,240.5077736657566,243.3810151062569,15970199.0,
2010-07-15,241.90496826171875,243.5838438655704,240.69932003991408,241.5669336599648,13877250.0,
2010-07-16,239.53875732421875,242.02890996737528,238.87397047918165,241.36412312233816,8779539.0,
2010-07-19,237.9838104248047,240.20353226659392,237.47676606635773,238.44578551078052,9808534.0,
2010-07-20,237.2852478027344,240.20355873251523,236.4176341257765,238.19793075712897,6845092.0,
2010-07-21,238.5133819580078,239.5500052787081,237.89366443777024,238.6260551356605,9824712.0,
2010-07-22,238.6486053466797,239.065511174352,236.07959655594004,238.5133975246721,15879834.0,
2010-07-23,238.97537231445312,241.3303020506073,238.1528279786828,239.7641146947657,13790021.0,
2010-07-26,237.31903076171875,240.54157409936005,236.67677856651167,239.66269317340377,9113728.0,
2010-07-27,237.4091644287109,239.1331092466623,236.86831811073708,238.6147975651395,12133425.0,
2010-07-28,230.1415405273437,241.9500363771352,229.4091497773925,239.5500223067923,52927114.0,
2010-07-29,227.6401214599609,231.77533241833257,227.1556117486319,231.77533241833257,46281590.0,
2010-07-30,227.52745056152344,229.93873198389264,226.9866042196924,228.7218314755601,19242072.0,
2010-08-02,228.6316680908203,230.26548940821203,227.9218119985528,228.9584353629284,12676917.0,
2010-08-03,231.60633850097656,232.31619461818,228.5077356172416,229.6682995230255,20104173.0,
2010-08-04,228.96969604492188,232.33871435992364,228.18096874783424,231.6626602419702,18318233.0,
2010-08-05,226.9415283203125,230.69365064743664,226.4908205414181,229.84858672476471,18308022.0,
2010-08-06,225.3753204345703,227.6288442309036,225.014766254772,227.3584285960548,19955917.0,
2010-08-09,223.91053771972656,226.704923043903,223.54998351775487,225.35279965706124,22253619.0,
2010-08-10,222.6260223388672,225.8936348924114,222.2654531114811,223.32461111397603,19989721.0,
2010-08-11,221.578125,224.20348529087536,220.8682689279528,223.0541887768377,21917268.0,
2010-08-12,219.17811584472656,221.5781298295321,218.59220025701805,220.8457391056836,24910354.0,
2010-08-13,220.64291381835932,223.95561068305807,218.70488995157584,218.70488995157584,30512197.0,
2010-08-16,220.14712524414065,223.52742584126435,219.7189671734293,220.8457290247546,14028775.0,
2010-08-17,218.7386779785156,221.96122104895363,218.5921878075702,220.8457265278903,14788743.0,
2010-08-18,217.37530517578125,220.16967536533937,215.966845240985,219.26827484676667,24859327.0,
2010-08-19,220.21473693847656,221.94996409058405,217.1724858495606,217.1724858495606,20662946.0,
2010-08-20,222.79502868652344,223.8654539908145,219.15557964330412,220.2147376295111,20996195.0,
2010-08-23,220.14712524414065,223.56122779421528,219.85417498523285,223.56122779421528,13543428.0,
2010-08-24,219.133056640625,221.0710956265804,217.98376004873023,220.147145408332,19276160.0,
2010-08-25,218.096420288086,220.36122642452565,217.5781086163201,218.5921973238249,18620473.0,
2010-08-26,215.53868103027344,219.26826863115863,215.22318107966976,218.59219945745767,27834839.0,
2010-08-27,213.99501037597656,216.54148440945104,213.3076738936015,216.0907916907109,24315870.0,
2010-08-30,213.6231689453125,217.42036031573377,212.95838215725428,214.55838640156685,11908601.0,
2010-08-31,207.1443023681641,214.0738990443384,206.19781749539453,212.87953315606453,46605039.0,
2010-09-01,210.97528076171875,212.68795823747664,207.54991076705463,208.462593616847,27886811.0,
2010-09-02,211.2569580078125,213.33020464889583,210.93020579266977,212.9583831626989,17699285.0,
2010-09-03,208.60906982421875,212.19218229025404,208.27105028044548,211.8316281102292,14440305.0,
2010-09-06,214.68234252929688,215.8203717872074,207.842884620154,209.7921908985813,33928353.0,
2010-09-07,216.85699462890625,218.5246028966891,214.76121321488824,215.211920998128,28379708.0,
2010-09-08,216.24855041503903,217.39784702060768,214.5358728255025,215.2344616352669,11632859.0,
2010-09-09,216.01193237304688,217.9612387974007,215.2570069318188,217.00348656428525,10114309.0,
2010-09-13,223.66265869140625,224.33871286925407,217.5443240045928,219.0429225492891,27474309.0,
2010-09-14,222.682357788086,226.02884155226903,221.82602656176505,224.338698692878,19472955.0,
2010-09-15,228.4851837158203,229.5668763094219,222.87389398454465,222.87389398454465,33554695.0,
2010-09-16,225.43165588378903,228.81195660432263,224.7217998027567,228.07955084401868,18540979.0,
2010-09-17,231.5162048339844,232.4288877490272,226.47956286608823,226.47956286608823,31955142.0,
2010-09-20,234.6823883056641,235.2570365540812,230.10772191068,231.8880182878311,30419766.0,
2010-09-21,233.27394104003903,236.2824053005513,230.9978825591025,234.8176087845486,21351925.0,
2010-09-22,229.87112426757807,235.20071636663505,228.7330950091358,233.01479639803907,25872625.0,
2010-09-23,224.82321166992188,230.7612539216377,224.451375120808,229.87112072784507,23030491.0,
2010-09-24,225.72463989257807,227.3809809142752,223.5725217919565,225.3528033225973,22669074.0,
2010-09-27,227.65139770507807,229.8373176291369,226.5020861083676,227.15562065644275,16465376.0,
2010-09-28,225.0147705078125,228.0570216731052,223.77532036188347,227.2232250734133,19682506.0,
2010-09-29,225.1274261474609,227.38094981077649,224.22601066487576,225.3527724965335,17790040.0,
2010-09-30,222.47955322265625,225.80350245744617,220.41757375314856,225.80350245744617,28981699.0,
2010-10-01,227.1331024169922,227.6063298200291,223.09928182686104,223.5499896348078,19104034.0,
2010-10-04,229.37533569335932,231.1668843801012,228.72181620792665,228.72181620792665,21163057.0,
2010-10-05,230.7274475097656,232.5190112674045,227.38096376182835,228.958433431565,22938984.0,
2010-10-06,235.48239135742188,235.94436644490932,231.4260515197228,232.1133729703025,28137687.0,
2010-10-07,234.1753692626953,237.916224461996,232.67677071055164,235.48240834923976,31547758.0,
2010-10-08,236.5415496826172,237.70212858361816,232.2373137963204,235.8767628674126,20865341.0,
2010-10-11,240.9472045898437,241.63452603601,237.3190228653176,237.97254235723705,25796876.0,
2010-10-12,237.8824005126953,240.9922705191493,235.7528172520961,240.67677057407428,13979878.0,
2010-10-13,241.81480407714844,242.0288981647024,237.67959302264367,237.9950779301888,23967306.0,
2010-10-14,238.6486053466797,243.71904910345287,237.56691268432124,242.25425256892407,24414709.0,
2010-10-15,234.44577026367188,240.6767777810921,233.37534494235564,238.873961729509,11601973.0,
2010-10-18,236.0457763671875,239.98945813430183,232.84576769736208,234.87394517266105,22209315.0,
2010-10-19,235.35845947265625,240.83454177087364,234.19789557395376,240.0007301106152,18579617.0,
2010-10-20,236.49647521972656,239.86550858079056,233.91618419958056,234.23168414457737,18232837.0,
2010-10-21,243.7528533935547,245.15004603046165,236.4401530125211,237.0711378977488,37273145.0,
2010-10-22,243.7866668701172,246.4908986797088,242.1077911886572,244.60921125371053,19627279.0,
2010-10-25,245.7134246826172,248.3162504723461,244.73313788663697,245.18384566986973,18019151.0,
2010-10-26,247.62890625,248.1021486555073,244.9810112686781,245.8373575344816,15444185.0,
2010-10-27,246.2542724609375,250.1416026690465,244.1134217603631,247.43737099690776,21946562.0,
2010-10-28,243.83172607421875,248.090892878777,242.16411778078708,247.7528733185099,36188021.0,
2010-10-29,247.04299926757807,249.5106172444256,243.49370366737224,245.11624266713324,29722655.0,
2010-11-01,246.3556671142578,253.49934232233068,245.465518901582,252.62046142771027,30509287.0,
2010-11-02,242.22042846679688,246.8514313354761,241.19507249069164,246.8514313354761,20360675.0,
2010-11-03,240.06832885742188,244.4852379858701,239.47114594306728,243.8317184798923,19939993.0,
2010-11-04,249.026107788086,249.46554825494647,242.2542537745687,242.90777329400663,24311819.0,
2010-11-08,250.5585174560547,252.16978919836848,248.0120281528417,251.0204925770187,22364112.0,
2010-11-09,249.8148498535156,252.50779915771665,247.26836064721536,250.6486464687934,15410057.0,
2010-11-10,248.3838653564453,251.69654740130272,247.70781117330392,249.3979541527322,11899060.0,
2010-11-11,243.3584747314453,250.5472343871917,242.47960886379835,249.2401803392612,12690058.0,
2010-11-12,239.29087829589844,245.04864366171304,238.19791828896635,243.4148222675504,19131902.0,
2010-11-15,237.6795959472656,240.65424318503543,233.961275617692,240.4739660927914,16084932.0,
2010-11-16,232.2260589599609,238.64861118009767,231.3359257335041,238.64861118009767,19833309.0,
2010-11-18,232.7781524658203,236.57534386657625,228.50771867430143,236.57534386657625,22776798.0,
2010-11-19,224.5077209472656,233.4654945472882,222.44574156766643,233.4654945472882,24826481.0,
2010-11-22,228.1133575439453,229.05984236711163,224.72180447793943,226.14153171268887,18956753.0,
2010-11-23,224.3612365722656,226.47955259701013,219.71898106172668,226.40068136847265,33113827.0,
2010-11-24,224.46267700195312,229.36409630424936,222.2091379177221,225.127463886305,19703855.0,
2010-11-25,220.7330474853516,226.02883737274064,219.2682660601872,225.8034910129148,29112802.0,
2010-11-26,216.8682556152344,223.1894016282288,215.95557275690132,221.9725011792171,30639363.0,
2010-11-29,224.99221801757807,225.9049008773397,216.87952327288724,218.4795275854436,23409097.0,
2010-11-30,222.1077117919922,227.3133632850352,221.09362305733973,225.3077204523604,30483669.0,
2010-12-01,222.82882690429688,224.76686575486647,221.5330552600508,221.9724957011123,18726828.0,
2010-12-02,227.865478515625,228.38379020488296,224.2372966908192,225.1274449302173,24834141.0,
2010-12-03,226.6823883056641,230.76126301570355,224.90209176162185,228.50773908178348,19641270.0,
2010-12-06,229.8936462402344,232.1133680421582,228.2823746488896,228.9246268132148,17790259.0,
2010-12-07,232.2823944091797,234.29930463274965,229.85986071167093,229.85986071167093,22397973.0,
2010-12-08,229.98377990722656,231.60631878208417,227.8654640114557,230.96406663137657,16997335.0,
2010-12-09,221.8598175048828,232.9809759220706,220.5640308467924,230.88519466836323,31716183.0,
2010-12-10,230.7387237548828,232.11338175119425,220.6992570795091,222.37814772065263,26529301.0,
2010-12-13,234.76126098632807,235.7190130873477,227.60630356638035,230.7725101327661,16834458.0,
2010-12-14,237.80352783203125,238.8739531147436,234.81759834103448,235.0429597413228,20081132.0,
2010-12-15,237.49929809570312,239.7753715462463,233.46549295178852,237.5218327316913,21436026.0,
2010-12-16,238.1641082763672,238.87397946596403,234.3781837567328,238.35566774421616,15530788.0,
2010-12-20,238.14157104492188,240.676793030554,235.4035373176989,235.49367586951703,15858100.0,
2010-12-21,241.8373260498047,242.2316972067336,238.4795751650101,238.85141168686573,16089753.0,
2010-12-22,237.9838104248047,242.2542443366169,236.2485983052269,241.75846729628785,15132141.0,
2010-12-23,238.7387542724609,239.9331200964857,236.7331114459467,238.378185044338,14589936.0,
2010-12-24,238.8063507080078,239.88804331537332,236.62043085742104,237.2964849762375,9452996.0,
2010-12-27,237.80352783203125,240.85706123017007,236.8795776814601,238.4908492644571,5782048.0,
2010-12-28,236.14718627929688,238.80634850142883,234.8739342357754,238.0401408031216,8857349.0,
2010-12-29,236.304931640625,237.74719346927367,235.7866199712003,236.2373277328498,11184510.0,
2010-12-30,236.89083862304688,237.91619460673212,235.7753440989317,237.16126928748417,14561753.0,
2010-12-31,238.5810089111328,240.33877082490287,237.3415737509304,238.4345337660351,9973432.0,
2011-01-03,237.8824005126953,240.33875103629543,237.20634639398952,240.0007164553685,10411256.0,
2011-01-04,242.7274932861328,243.3584781608901,238.26551484599656,238.87396508391072,22021878.0,
2011-01-05,242.4345550537109,245.63456390334056,241.1275009224139,243.38102489130247,25943243.0,
2011-01-06,244.6429901123047,245.95002909555288,242.15283760150885,242.9302975919818,21763180.0,
2011-01-07,240.0908660888672,245.1275078659017,238.4232578293517,243.6739786568681,17875107.0,
2011-01-10,232.89083862304688,241.22889495036583,230.13027039237065,240.09086570281048,18478415.0,
2011-01-11,228.451400756836,236.32748219022383,225.03731292540365,234.36690856013053,21147094.0,
2011-01-12,232.2936553955078,233.38661536790232,226.0288458398885,230.0063295849985,23195000.0,
2011-01-13,228.81198120117188,234.1753756065557,227.8542289766784,232.11339600702132,24336418.0,
2011-01-14,225.6908416748047,232.0683248493665,224.9020992457957,228.5190140051258,19111808.0,
2011-01-17,224.87954711914065,227.1556206325609,223.56124079111945,226.0288436725818,14046519.0,
2011-01-18,224.19223022460932,227.1556252581474,223.09927024043884,226.44575410415905,14871527.0,
2011-01-19,220.87954711914065,226.47955483205376,219.71898323005271,225.2626543505974,23491557.0,
2011-01-20,218.5583953857422,220.3048898505436,215.11050581449285,220.3048898505436,41343304.0,
2011-01-21,222.37814331054688,223.6626476895888,219.2682731850102,219.7189809624552,19528676.0,
2011-01-24,218.95278930664065,224.42885686196243,217.2626462994678,224.24857975500527,22242712.0,
2011-01-25,216.0006561279297,221.96124834842607,215.49361173388868,220.19221910716217,20325555.0,
2011-01-27,212.4400787353516,218.0062843315324,211.8316285122565,217.6907994234119,28105152.0,
2011-01-28,205.74710083007807,213.16120694201163,203.2682155661168,212.9583952107938,33855702.0,
2011-01-31,207.16683959960932,209.3189577064832,203.5161229326134,204.81189470708887,25332450.0,
2011-02-01,201.803451538086,209.0598007767296,200.2372490154692,208.47388512606395,37898873.0,
2011-02-02,207.61753845214844,209.1048545859658,204.4625990015469,205.07104924595376,28465716.0,
2011-02-03,212.71047973632807,213.52175667340427,206.1977897775644,209.127367510012,17047728.0,
2011-02-04,207.32455444335932,213.4992249656154,205.7808868127954,213.4992249656154,20715343.0,
2011-02-07,209.3640289306641,211.56121633409248,206.0626141659552,208.60908846248984,14586353.0,
2011-02-08,206.254150390625,210.86261912091743,205.3527348095688,210.86261912091743,19685333.0,
2011-02-09,206.04006958007807,211.2006368819398,203.6400555049884,204.7104808571913,38228022.0,
2011-02-10,202.7386474609375,207.50485878921057,199.4597673710265,205.6344387046132,28347803.0,
2011-02-11,205.0597686767578,206.1977978622412,200.12453304286137,202.8062298982706,20012347.0,
2011-02-14,206.1527404785156,206.93020049564268,201.4879352463069,204.1921668932796,30145949.0,
2011-02-15,212.2147216796875,212.91332550542964,205.36399654484453,206.06260037058675,27266420.0,
2011-02-16,212.766830444336,214.26542888371,211.4034548655475,211.44852413802656,11041551.0,
2011-02-17,214.9752960205078,215.31331555782543,210.98654513497533,213.600638105972,14091434.0,
2011-02-18,210.82879638671875,217.0147192094849,210.0287867526674,215.4485169372519,15747939.0,
2011-02-21,215.5161590576172,216.54150011024367,210.52458640416404,210.9527595611609,25629860.0,
2011-02-22,221.93869018554688,227.47109361479,220.6767054720919,223.54996174814792,88922943.0,
2011-02-23,224.3725128173828,225.8711113486636,221.97251373809087,222.28799866479253,31184499.0,
2011-02-24,217.28517150878903,225.0373124187913,215.9668500919237,224.45138176030736,32903650.0,
2011-02-25,217.7471618652344,221.3528094024291,215.11053389003484,221.00350745524932,15101417.0,
2011-02-28,217.2964324951172,224.06828639493696,216.3386803475796,218.6372734671509,22487428.0,
2011-03-01,222.8401031494141,223.70771674839943,217.9612189169989,219.42601543150272,12622459.0,
2011-03-03,220.2598114013672,221.9725039577388,218.1640450654572,219.7640493955369,19518684.0,
2011-03-04,221.341537475586,224.18097714240764,220.41758721076263,221.89365116199988,15419957.0,
2011-03-07,220.18093872070312,221.58939863014825,217.24009344432147,219.51615190139484,11821324.0,
2011-03-08,221.9612274169922,223.64010290551536,220.3950251069307,220.3950251069307,12057689.0,
2011-03-09,223.9668884277344,226.3443528597188,218.16405378918503,222.8063094655052,32473255.0,
2011-03-10,221.9161529541016,223.77530548467047,221.2964204007643,223.70770157917497,9853822.0,
2011-03-11,223.5612335205078,224.2034856861732,219.0767055924928,220.5753040078108,15000438.0,
2011-03-14,229.488021850586,230.0288681868992,223.6063160627853,223.7640585232916,28811267.0,
2011-03-15,233.74717712402344,236.53027989885405,222.85136466066552,224.8908094008504,56447390.0,
2011-03-16,235.9669189453125,237.7472155211138,233.93874135134368,235.49367650384315,20605120.0,
2011-03-17,232.304916381836,236.3500039271666,231.6626642066313,234.20915331438565,12381790.0,
2011-03-18,223.7753143310547,233.24013225124813,222.3330524940252,233.24013225124813,40501886.0,
2011-03-21,223.1668701171875,225.35279004601105,221.0936233716748,225.13871099772047,15546778.0,
2011-03-22,225.2739105224609,226.45700898995625,223.58376770558937,223.78657942808064,9793572.0,
